"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"JT:8354","Fukuoka Financial Group, Inc","8354","04/02/2007","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3805010000","B1TK1Y8","395,401,756,672","JPY","Analyze"
"JT:2229","Calbee, Inc","2229","03/11/2011","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3220580009","B3TBRZ8","391,701,757,952","JPY","Analyze"
"JT:8369","The Bank of Kyoto, Ltd","8369","10/01/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3251200006","6075756","391,642,742,784","JPY","Analyze"
"JT:7164","ZENKOKU HOSHO Co.,Ltd","7164","12/19/2012","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3429250008","B92MT10","389,378,572,288","JPY","Analyze"
"JT:9142","Kyushu Railway Company","9142","02/22/2018","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3247010006","BD2BST6","387,764,748,288","JPY","Analyze"
"JT:6302","Sumitomo Heavy Industries, Ltd","6302","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3405400007","6858731","387,737,812,992","JPY","Analyze"
"JT:8905","AEON Mall Co., Ltd","8905","07/24/2002","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3131430005","6534202","387,507,421,184","JPY","Analyze"
"JT:2809","Kewpie Corporation","2809","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3244800003","6714509","387,267,919,872","JPY","Analyze"
"JT:8955","Japan Prime Realty Investment Corporation","8955","06/14/2002","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3040890000","6528175","386,174,746,624","JPY","Analyze"
"JT:7013","IHI Corporation","7013","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3134800006","6466985","384,802,390,016","JPY","Analyze"
"JT:9504","The Chugoku Electric Power Co., Inc","9504","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3522200009","6195900","384,048,889,856","JPY","Analyze"
"JT:3116","Toyota Boshoku Corporation","3116","02/22/2018","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3635400009","6900591","382,102,142,976","JPY","Analyze"
"JT:8088","Iwatani Corporation","8088","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Energy","JP3151600008","6468204","381,884,334,080","JPY","Analyze"
"JT:8586","Hitachi Capital Corporation","8586","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3786600001","6429159","379,534,999,552","JPY","Analyze"
"JT:2175","SMS Co., Ltd","2175","03/13/2008","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3162350007","B2PLYM1","379,436,793,856","JPY","Analyze"
"JT:8976","Daiwa Office Investment Corporation","8976","10/19/2005","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3046310003","B0LNTF5","378,756,300,800","JPY","Analyze"
"JT:1721","COMSYS Holdings Corporation","1721","09/29/2003","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3305530002","6687247","378,664,026,112","JPY","Analyze"
"JT:7988","Nifco Inc","7988","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3756200006","6639163","377,198,641,152","JPY","Analyze"
"JT:6460","Sega Sammy Holdings Inc","6460","10/01/2004","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3419050004","B02RK08","376,139,218,944","JPY","Analyze"
"JT:5110","SUMITOMO RUBBER INDUSTRIES LTD","5110","01/01/2001","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3404200002","6858991","376,091,410,432","JPY","Analyze"
"JT:2784","Alfresa Holdings Corporation","2784","09/29/2003","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3126340003","6687214","375,084,548,096","JPY","Analyze"
"JT:6028","TechnoPro Holdings, Inc","6028","12/15/2014","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3545240008","BSM8SQ9","373,270,577,152","JPY","Analyze"
"JT:8227","SHIMAMURA Co., Ltd","8227","12/23/1988","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3358200008","6804035","372,266,369,024","JPY","Analyze"
"JT:3880","Daio Paper Corporation","3880","02/17/1988","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3440400004","6870898","371,722,846,208","JPY","Analyze"
"JT:3405","Kuraray Co., Ltd","3405","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3269600007","6497662","370,839,552,000","JPY","Analyze"
"JT:5334","NGK Spark Plug Co., Ltd","5334","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3738600000","6619604","370,673,156,096","JPY","Analyze"
"JT:2810","House Foods Group Inc","2810","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3765400001","6440503","370,617,122,816","JPY","Analyze"
"JT:4552","JCR Pharmaceuticals Co., Ltd","4552","03/22/2011","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3701000006","6467591","370,103,320,576","JPY","Analyze"
"JT:2327","NS Solutions Corporation","2327","10/11/2002","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3379900008","6544687","369,661,214,720","JPY","Analyze"
"JT:3774","Internet Initiative Japan Inc","3774","12/02/2005","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3152820001","B05H328","367,855,534,080","JPY","Analyze"
"JT:8804","Tokyo Tatemono Co., Ltd","8804","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3582600007","6895426","364,739,887,104","JPY","Analyze"
"JT:9006","Keikyu Corporation","9006","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3280200001","6487306","363,908,268,032","JPY","Analyze"
"JT:7947","FP Corporation","7947","03/01/2000","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3167000003","6329947","362,399,694,848","JPY","Analyze"
"JT:9468","Kadokawa Dwango Corporation","9468","10/01/2014","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3214350005","BQQ1JP6","362,243,293,184","JPY","Analyze"
"JT:4530","Hisamitsu Pharmaceutical Co., Inc","4530","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3784600003","6428907","360,857,370,624","JPY","Analyze"
"JT:3197","Skylark Holdings Co., Ltd","3197","10/09/2014","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3396210001","BQQD167","360,590,671,872","JPY","Analyze"
"JT:2264","Morinaga Milk Industry Co., Ltd","2264","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3926800008","6602648","359,364,919,296","JPY","Analyze"
"JT:7780","Menicon Co., Ltd","7780","06/25/2015","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3921270009","BYL7K85","359,202,586,624","JPY","Analyze"
"JT:4061","Denka Company Limited","4061","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3549600009","6309820","356,954,112,000","JPY","Analyze"
"JT:3279","Activia Properties Inc","3279","06/13/2012","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3047490002","B8BSRY1","355,919,888,384","JPY","Analyze"
"JT:3466","LaSalle LOGIPORT REIT","3466","02/17/2016","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048180008","BDD1L29","354,858,008,576","JPY","Analyze"
"JT:6856","HORIBA, Ltd","6856","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3853000002","6437947","353,191,395,328","JPY","Analyze"
"JT:4205","ZEON Corporation","4205","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3725400000","6644015","352,386,908,160","JPY","Analyze"
"JT:3471","Mitsui Fudosan Logistics Park Inc","3471","08/02/2016","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3048300002","BYZWTW3","347,421,999,104","JPY","Analyze"
"JT:7956","Pigeon Corporation","7956","09/09/1988","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3801600002","6688080","345,867,681,792","JPY","Analyze"
"JT:9449","GMO Internet, Inc","9449","08/27/1999","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3152750000","6170167","342,422,519,808","JPY","Analyze"
"JT:6849","Nihon Kohden Corporation","6849","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3706800004","6639970","342,169,419,776","JPY","Analyze"
"JT:5929","Sanwa Holdings Corporation","5929","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3344400001","6776781","341,500,559,360","JPY","Analyze"
"JT:5301","Tokai Carbon Co., Ltd","5301","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3560800009","6894003","341,288,386,560","JPY","Analyze"
"JT:6481","THK Co., Ltd","6481","11/20/1989","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3539250005","6869131","339,958,956,032","JPY","Analyze"
"JT:8111","Goldwin Inc","8111","12/18/1991","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3306600002","6376169","339,266,633,728","JPY","Analyze"
"JT:7476","AS ONE Corporation","7476","11/21/1995","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3131300000","6480929","338,416,140,288","JPY","Analyze"
"JT:6473","JTEKT Corporation","6473","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3292200007","6497082","338,165,465,088","JPY","Analyze"
"JT:7518","Net One Systems Co., Ltd","7518","10/14/1996","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3758200004","6036548","336,790,192,128","JPY","Analyze"
"JT:8060","Canon Marketing Japan Inc","8060","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3243600008","6172453","336,747,790,336","JPY","Analyze"
"JT:8876","Relo Group, Inc","8876","06/14/2010","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3755200007","6173906","336,422,240,256","JPY","Analyze"
"JT:1973","NEC Networks & System Integration Corporation","1973","01/13/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3733800001","6619422","335,390,375,936","JPY","Analyze"
"JT:9045","Keihan Holdings Co., Ltd","9045","03/22/2006","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3279400000","6487232","330,656,481,280","JPY","Analyze"
"JT:8972","Kenedix Office Investment Corporation","8972","07/21/2005","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046270009","B0C5Q59","329,524,183,040","JPY","Analyze"
"JT:6728","ULVAC, Inc","6728","04/20/2004","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3126190002","6599483","329,463,758,848","JPY","Analyze"
"JT:4186","Tokyo Ohka Kogyo Co., Ltd","4186","07/30/1986","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3571800006","6894898","325,959,483,392","JPY","Analyze"
"JT:3226","Nippon Accommodations Fund Inc","3226","08/04/2006","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046440008","B182BB2","325,746,393,088","JPY","Analyze"
"JT:8283","Paltac Corporation","8283","03/18/2010","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3782200004","B61BG94","324,725,669,888","JPY","Analyze"
"JT:5101","The Yokohama Rubber Co., Ltd","5101","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3955800002","6986461","323,801,841,664","JPY","Analyze"
"JT:8304","Aozora Bank, Ltd","8304","11/14/2006","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3711200000","B1G1854","323,384,016,896","JPY","Analyze"
"JT:9065","Sankyu Inc","9065","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3326000001","6775380","323,233,251,328","JPY","Analyze"
"JT:9404","Nippon Television Holdings, Inc","9404","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3732200005","6644060","322,936,340,480","JPY","Analyze"
"JT:6966","Mitsui High-tec, Inc","6966","09/09/1985","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3892400007","6597432","322,040,725,504","JPY","Analyze"
"JT:1951","Kyowa Exeo Corporation","1951","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3254200003","6499420","318,718,083,072","JPY","Analyze"
"JT:4118","Kaneka Corporation","4118","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3215800008","6483360","318,683,709,440","JPY","Analyze"
"JT:3401","Teijin Limited","3401","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3544000007","6880507","317,915,561,984","JPY","Analyze"
"JT:8919","Katitas Ltd","8919","12/27/2017","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3932950003","BF0QD69","317,221,666,816","JPY","Analyze"
"JT:4631","DIC Corporation","4631","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3493400000","6250821","316,606,251,008","JPY","Analyze"
"JT:2782","Seria Co., Ltd","2782","09/19/2003","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3423520000","6680718","315,493,122,048","JPY","Analyze"
"JT:8114","Descente Ltd","8114","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3548800006","6265438","315,411,103,744","JPY","Analyze"
"JT:9513","Electric Power Development Co., Ltd","9513","10/06/2004","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3551200003","B02Q328","313,378,177,024","JPY","Analyze"
"JT:2531","Takara Holdings Inc","2531","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3459600007","6870382","312,967,004,160","JPY","Analyze"
"JT:6755","Fujitsu General Limited","6755","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3818400008","6364283","312,547,606,528","JPY","Analyze"
"JT:5105","Toyo Tire & Rubber Co., Ltd","5105","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3610600003","6900182","310,790,717,440","JPY","Analyze"
"JT:3099","Isetan Mitsukoshi Holdings Ltd","3099","04/01/2008","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3894900004","B2Q4CL4","307,920,699,392","JPY","Analyze"
"JT:8410","Seven Bank, Ltd","8410","12/26/2011","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3105220002","B2NT8S1","306,862,915,584","JPY","Analyze"
"JT:8056","Nihon Unisys, Ltd","8056","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3754200008","6642688","306,706,710,528","JPY","Analyze"
"JT:8967","Japan Logistics Fund, Inc","8967","05/09/2005","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046230003","B07NL19","304,932,782,080","JPY","Analyze"
"JT:7282","Toyoda Gosei Co., Ltd","7282","03/24/1999","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3634200004","6900557","303,854,354,432","JPY","Analyze"
"JT:5711","Mitsubishi Materials Corporation","5711","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3903000002","6597089","300,499,599,360","JPY","Analyze"
"JT:6134","Fuji Corporation","6134","06/24/2013","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3809200003","6356592","299,908,792,320","JPY","Analyze"
"JT:4540","Tsumura & Co","4540","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3535800001","6906919","299,147,853,824","JPY","Analyze"
"JT:9401","Tokyo Broadcasting System Holdings, Inc","9401","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3588600001","6894166","298,847,502,336","JPY","Analyze"
"JT:4902","Konica Minolta, Inc","4902","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3300600008","6496700","298,090,921,984","JPY","Analyze"
"JT:5233","Taiheiyo Cement Corporation","5233","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3449020001","6660204","295,169,163,264","JPY","Analyze"
"JT:4812","Information Services International-Dentsu, Ltd","4812","11/30/2000","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3551530003","6295974","293,575,098,368","JPY","Analyze"
"JT:3234","Mori Hills REIT Investment Corporation","3234","11/30/2006","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046470005","B1GF9P3","293,006,868,480","JPY","Analyze"
"JT:2579","Coca-Cola Bottlers Japan Holdings Inc","2579","11/07/1996","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3293200006","6163286","292,518,199,296","JPY","Analyze"
"JT:8570","AEON Financial Service Co., Ltd","8570","12/27/1994","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3131400008","6037734","292,019,339,264","JPY","Analyze"
"JT:9987","Suzuken Co., Ltd","9987","09/06/1995","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3398000004","6865560","291,527,720,960","JPY","Analyze"
"JT:1959","Kyudenko Corporation","1959","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3247050002","6499969","290,468,200,448","JPY","Analyze"
"JT:9364","Kamigumi Co., Ltd","9364","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3219000001","6482668","286,799,036,416","JPY","Analyze"
"JT:4924","Ci:z Holdings Co., Ltd","4924","02/22/2005","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3638700009","6591940","286,456,610,816","JPY","Analyze"
"JT:2206","Ezaki Glico Co., Ltd","2206","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3161200005","6327703","285,703,438,336","JPY","Analyze"
"JT:8279","Yaoko Co.,Ltd","8279","11/02/1993","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3930200005","6985899","285,045,227,520","JPY","Analyze"
"JT:8985","Japan Hotel REIT Investment Corporation","8985","06/14/2006","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046400002","B1530B1","284,995,223,552","JPY","Analyze"
"JT:7167","Mebuki Financial Group, Inc","7167","12/19/2013","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3117700009","BH0VTS2","283,802,566,656","JPY","Analyze"
"JT:5714","Dowa Holdings Co., Ltd","5714","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3638600001","6278306","282,636,386,304","JPY","Analyze"
"JT:3360","Ship Healthcare Holdings, Inc","3360","02/22/2005","Global Equity","Common stocks","Developed markets ex-US","Health Care","JP3274150006","B05MTR0","280,315,035,648","JPY","Analyze"
"JT:6754","Anritsu Corporation","6754","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3128800004","6044109","279,749,394,432","JPY","Analyze"
"JT:9605","Toei Company, Ltd","9605","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3560000006","6895181","277,769,355,264","JPY","Analyze"
"JT:4401","Adeka Corporation","4401","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3114800000","6054904","276,924,399,616","JPY","Analyze"
"JT:1414","SHO-BOND Holdings Co.,Ltd","1414","01/04/2008","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3360250009","B29T1W0","276,674,379,776","JPY","Analyze"
"JT:9301","Mitsubishi Logistics Corporation","9301","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3902000003","6596848","274,488,770,560","JPY","Analyze"
"JT:3292","AEON REIT Investment Corporation","3292","11/22/2013","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3047650001","BFSSCF9","274,441,388,032","JPY","Analyze"
"JT:4202","Daicel Corporation","4202","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3485800001","6250542","274,213,961,728","JPY","Analyze"
"JT:6141","DMG Mori Co., Ltd","6141","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3924800000","6602563","271,581,904,896","JPY","Analyze"
"JT:4666","PARK24 Co., Ltd","4666","03/24/1997","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3780100008","6667733","271,182,594,048","JPY","Analyze"
"JT:8585","Orient Corporation","8585","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3199000005","6661122","271,175,401,472","JPY","Analyze"
"JT:2811","Kagome Co., Ltd","2811","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3208200000","6480770","270,699,905,024","JPY","Analyze"
"JT:3098","cocokara fine Inc","3098","04/01/2008","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3297330007","B2Q4CF8","269,736,853,504","JPY","Analyze"
"JT:9627","Ain Holdings Inc","9627","04/02/2009","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3105250009","6249120","268,079,759,360","JPY","Analyze"
"JT:9044","Nankai Electric Railway Co., Ltd","9044","03/21/2008","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3653000004","6621472","267,772,641,280","JPY","Analyze"
"JT:3549","Kusuri No Aoki Holdings Co., Ltd","3549","11/21/2016","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3266190002","BYX8TV2","267,078,582,272","JPY","Analyze"
"JT:6588","Toshiba Tec Corporation","6588","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3594000006","6894887","266,273,079,296","JPY","Analyze"
"JT:3086","J. Front Retailing Co., Ltd","3086","09/03/2007","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3386380004","B23TC12","266,240,425,984","JPY","Analyze"
"JT:4676","Fuji Media Holdings, Inc","4676","08/08/1997","Global Equity","Common stocks","Developed markets ex-US","Communication Services","JP3819400007","6036582","264,049,344,512","JPY","Analyze"
"JT:5444","Yamato Kogyo Co., Ltd","5444","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3940400009","6985446","262,382,010,368","JPY","Analyze"
"JT:4206","Aica Kogyo Company, Limited","4206","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3100800006","6010047","260,520,263,680","JPY","Analyze"
"JT:6925","Ushio Inc","6925","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3156400008","6918981","260,503,011,328","JPY","Analyze"
"JT:6592","Mabuchi Motor Co., Ltd","6592","12/05/1986","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3870000001","6551030","259,891,462,144","JPY","Analyze"
"JT:1983","Toshiba Plant Systems & Services Corporation","1983","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3594200002","6897295","259,602,726,912","JPY","Analyze"
"JT:8273","Izumi Co., Ltd","8273","12/07/1987","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3138400001","6468152","259,388,915,712","JPY","Analyze"
"JT:6770","Alps Alpine Co., Ltd","6770","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3126400005","6021500","259,113,369,600","JPY","Analyze"
"JT:2427","OUTSOURCING Inc","2427","03/12/2012","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3105270007","B03XKH2","258,777,923,584","JPY","Analyze"
"JT:1860","Toda Corporation","1860","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3627000007","6893884","258,189,213,696","JPY","Analyze"
"JT:4203","Sumitomo Bakelite Company Limited","4203","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3409400003","6858504","257,875,099,648","JPY","Analyze"
"JT:5406","Kobe Steel, Ltd","5406","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3289800009","6496023","257,512,751,104","JPY","Analyze"
"JT:5901","Toyo Seikan Group Holdings, Ltd","5901","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3613400005","6900267","256,782,450,688","JPY","Analyze"
"JT:6035","IR Japan Holdings Ltd","6035","02/02/2015","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3100640006","BV8TBH9","256,684,015,616","JPY","Analyze"
"JT:9076","Seino Holdings Co., Ltd","9076","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3415400005","6793423","254,554,013,696","JPY","Analyze"
"JT:8963","Invincible Investment Corporation","8963","08/01/2006","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046190009","B00STP1","253,018,865,664","JPY","Analyze"
"JT:8986","Japan Rental Housing Investments Inc","8986","06/22/2006","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046410001","B15T1S3","253,014,982,656","JPY","Analyze"
"JT:1963","JGC Corporation","1963","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3667600005","6473468","252,840,591,360","JPY","Analyze"
"JT:9793","Daiseki Co.,Ltd","9793","07/27/1995","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3485600005","6263164","250,419,003,392","JPY","Analyze"
"JT:8282","K's Holdings Corporation","8282","04/14/1988","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3277150003","6484277","250,413,924,352","JPY","Analyze"
"JT:2492","Infomart Corporation","2492","08/08/2006","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3153480003","B18RC03","249,825,902,592","JPY","Analyze"
"JT:3148","Create SD Holdings Co., Ltd","3148","03/02/2009","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","JP3269940007","B3V2XQ2","246,236,446,720","JPY","Analyze"
"JT:8964","Frontier Real Estate Investment Corporation","8964","08/09/2004","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3046200006","B020QY3","243,380,944,896","JPY","Analyze"
"JT:8424","Fuyo General Lease Co., Ltd","8424","12/07/2004","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3826270005","B03P2F0","243,274,858,496","JPY","Analyze"
"JT:3282","Comforia Residential REIT, Inc","3282","02/06/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","JP3047540004","B8N6QD5","243,240,894,464","JPY","Analyze"
"JT:8012","Nagase & Co., Ltd","8012","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3647800006","6619820","242,854,903,808","JPY","Analyze"
"JT:4114","Nippon Shokubai Co., Ltd","4114","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Materials","JP3715200006","6470588","242,047,320,064","JPY","Analyze"
"JT:7321","Kansai Mirai Financial Group Inc","7321","04/02/2018","Global Equity","Common stocks","Developed markets ex-US","Financials","JP3229500008","BFX06D6","240,998,449,152","JPY","Analyze"
"JT:9010","Fuji Kyuko Co., Ltd","9010","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3810400006","6356495","240,012,001,280","JPY","Analyze"
"JT:2317","Systena Corporation","2317","11/15/2004","Global Equity","Common stocks","Developed markets ex-US","Information Technology","JP3351050004","6537881","239,978,676,224","JPY","Analyze"
"JT:3295","Hulic Reit, Inc","3295","02/07/2014","Global Equity","REITs","Developed markets ex-US","Real Estate","JP3047660000","BJ04C42","239,751,593,984","JPY","Analyze"
"JT:1407","West Holdings Corporation","1407","03/02/2006","Global Equity","Common stocks","Developed markets ex-US","Utilities","JP3154750008","B0YQ5X1","239,632,302,080","JPY","Analyze"
"JT:6544","Japan Elevator Service Holdings Co., Ltd","6544","03/17/2017","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3389510003","BF0QWT5","238,808,481,792","JPY","Analyze"
"JT:7240","NOK Corporation","7240","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","JP3164800009","6642428","238,524,235,776","JPY","Analyze"
"JT:6406","Fujitec Co.,Ltd","6406","01/05/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3818800009","6356826","237,580,845,056","JPY","Analyze"
"JT:7984","Kokuyo Co., Ltd","7984","01/04/1984","Global Equity","Common stocks","Developed markets ex-US","Industrials","JP3297000006","6496506","237,497,827,328","JPY","Analyze"
